date,merchant,description,amount,category,profile,bank,currency
2024-10-15,Disney+,Scotiabank card transaction at Disney+,-30.79,Subscriptions,Family,Scotiabank,CAD
2024-10-18,Sun Life,Scotiabank card transaction at Sun Life,-256.48,Insurance,Family,Scotiabank,CAD
2024-10-20,Farm Boy,Groceries payment - Farm Boy,-234.02,Groceries,Family,Scotiabank,CAD
2024-10-20,RESP Transfer,Savings/Investments payment - RESP Transfer,-1094.66,Savings/Investments,Family,Scotiabank,CAD
2024-10-21,Loblaws,Scotiabank card transaction at Loblaws,-220.18,Groceries,Family,Scotiabank,CAD
2024-10-22,Shell,Shell debit transaction,-193.25,Transportation,Family,Scotiabank,CAD
2024-10-22,Swiss Chalet,Dining payment - Swiss Chalet,-43.92,Dining,Family,Scotiabank,CAD
2024-10-24,Canadian Tire Gas,Canadian Tire Gas debit transaction,-255.75,Transportation,Family,Scotiabank,CAD
2024-10-26,Canadian Tire Gas,Transportation payment - Canadian Tire Gas,-95.53,Transportation,Family,Scotiabank,CAD
2024-11-01,Canada Child Benefit,Direct deposit from Canada Child Benefit,5458.32,Income,Family,Scotiabank,CAD
2024-11-02,Canadian Tire Gas,Scotiabank card transaction at Canadian Tire Gas,-152.22,Transportation,Family,Scotiabank,CAD
2024-11-02,Property Tax,Housing payment - Property Tax,-3731.43,Housing,Family,Scotiabank,CAD
2024-11-02,YMCA Childcare,Scotiabank card transaction at YMCA Childcare,-222.18,Childcare,Family,Scotiabank,CAD
2024-11-05,YMCA Childcare,YMCA Childcare purchase,-625.2,Childcare,Family,Scotiabank,CAD
2024-11-08,Loblaws,Groceries payment - Loblaws,-398.73,Groceries,Family,Scotiabank,CAD
2024-11-10,Rogers Mobile,Utilities payment - Rogers Mobile,-261.41,Utilities,Family,Scotiabank,CAD
2024-11-12,Costco,Costco debit transaction,-229.87,Groceries,Family,Scotiabank,CAD
2024-11-15,Disney+,Scotiabank card transaction at Disney+,-16.64,Subscriptions,Family,Scotiabank,CAD
2024-11-16,Sun Life,Sun Life debit transaction,-99.58,Insurance,Family,Scotiabank,CAD
2024-11-18,Sun Life,Insurance payment - Sun Life,-127.13,Insurance,Family,Scotiabank,CAD
2024-11-20,Auto Insurance,Insurance payment - Auto Insurance,-254.85,Insurance,Family,Scotiabank,CAD
2024-11-20,Wealthsimple,Savings/Investments payment - Wealthsimple,-413.65,Savings/Investments,Family,Scotiabank,CAD
2024-11-22,Uber Eats,Uber Eats debit transaction,-64.79,Dining,Family,Scotiabank,CAD
2024-11-23,Disney+,Scotiabank card transaction at Disney+,-22.01,Subscriptions,Family,Scotiabank,CAD
2024-11-23,YMCA Childcare,YMCA Childcare purchase,-174.82,Childcare,Family,Scotiabank,CAD
2024-11-24,Canadian Tire Gas,Transportation payment - Canadian Tire Gas,-151.15,Transportation,Family,Scotiabank,CAD
2024-11-25,Auto Insurance,Scotiabank card transaction at Auto Insurance,-131.78,Insurance,Family,Scotiabank,CAD
2024-11-26,Costco,Scotiabank card transaction at Costco,-111.59,Groceries,Family,Scotiabank,CAD
2024-11-26,Dental Clinic,Scotiabank card transaction at Dental Clinic,-179.89,Healthcare,Family,Scotiabank,CAD
2024-11-26,Shell,Transportation payment - Shell,-102.77,Transportation,Family,Scotiabank,CAD
2024-11-27,LifeLabs,Scotiabank card transaction at LifeLabs,-403.55,Healthcare,Family,Scotiabank,CAD
2024-11-27,Shell,Scotiabank card transaction at Shell,-112.29,Transportation,Family,Scotiabank,CAD
2024-12-01,Payroll Deposit,Payroll Deposit income deposit,5868.64,Income,Family,Scotiabank,CAD
2024-12-02,Mortgage Payment,Scotiabank card transaction at Mortgage Payment,-3002.79,Housing,Family,Scotiabank,CAD
2024-12-02,Shell,Transportation payment - Shell,-197.72,Transportation,Family,Scotiabank,CAD
2024-12-10,Bell Internet,Bell Internet debit transaction,-358.29,Utilities,Family,Scotiabank,CAD
2024-12-13,Tim Hortons,Tim Hortons purchase,-21.61,Coffee,Family,Scotiabank,CAD
2024-12-14,Canadian Tire Gas,Canadian Tire Gas purchase,-147.52,Transportation,Family,Scotiabank,CAD
2024-12-15,Disney+,Subscriptions payment - Disney+,-26.57,Subscriptions,Family,Scotiabank,CAD
2024-12-16,Tim Hortons,Coffee payment - Tim Hortons,-8.13,Coffee,Family,Scotiabank,CAD
2024-12-18,Manulife Insurance,Manulife Insurance debit transaction,-120.08,Insurance,Family,Scotiabank,CAD
2024-12-20,TFSA Transfer,Scotiabank card transaction at TFSA Transfer,-544.76,Savings/Investments,Family,Scotiabank,CAD
2024-12-21,Netflix,Subscriptions payment - Netflix,-13.35,Subscriptions,Family,Scotiabank,CAD
2024-12-21,Shell,Scotiabank card transaction at Shell,-190.97,Transportation,Family,Scotiabank,CAD
2024-12-22,Property Tax,Housing payment - Property Tax,-3198.81,Housing,Family,Scotiabank,CAD
2024-12-27,Manulife Insurance,Scotiabank card transaction at Manulife Insurance,-211.95,Insurance,Family,Scotiabank,CAD
2024-12-29,Costco,Costco purchase,-110.78,Groceries,Family,Scotiabank,CAD
2025-01-01,Payroll Deposit,Payroll Deposit income deposit,5727.77,Income,Family,Scotiabank,CAD
2025-01-02,Kids & Company,Kids & Company debit transaction,-843.56,Childcare,Family,Scotiabank,CAD
2025-01-02,Mortgage Payment,Mortgage Payment purchase,-2967.59,Housing,Family,Scotiabank,CAD
2025-01-05,Canadian Tire Gas,Transportation payment - Canadian Tire Gas,-176.9,Transportation,Family,Scotiabank,CAD
2025-01-05,Walmart Grocery,Walmart Grocery purchase,-400.42,Groceries,Family,Scotiabank,CAD
2025-01-07,Dental Clinic,Scotiabank card transaction at Dental Clinic,-148.15,Healthcare,Family,Scotiabank,CAD
2025-01-08,Walmart Grocery,Walmart Grocery debit transaction,-112.17,Groceries,Family,Scotiabank,CAD
2025-01-10,Hydro One,Hydro One debit transaction,-111.46,Utilities,Family,Scotiabank,CAD
2025-01-10,Manulife Insurance,Scotiabank card transaction at Manulife Insurance,-304.12,Insurance,Family,Scotiabank,CAD
2025-01-10,Petro Canada,Scotiabank card transaction at Petro Canada,-106.93,Transportation,Family,Scotiabank,CAD
2025-01-15,Disney+,Disney+ purchase,-14.71,Subscriptions,Family,Scotiabank,CAD
2025-01-18,Costco,Costco debit transaction,-292.25,Groceries,Family,Scotiabank,CAD
2025-01-18,Sun Life,Sun Life debit transaction,-82.84,Insurance,Family,Scotiabank,CAD
2025-01-20,Costco,Costco purchase,-182.8,Groceries,Family,Scotiabank,CAD
2025-01-22,Canada Child Benefit,Direct deposit from Canada Child Benefit,9540.88,Income,Family,Scotiabank,CAD
2025-01-23,Loblaws,Scotiabank card transaction at Loblaws,-124.53,Groceries,Family,Scotiabank,CAD
2025-01-26,Netflix,Scotiabank card transaction at Netflix,-13.07,Subscriptions,Family,Scotiabank,CAD
2025-01-26,Shell,Shell debit transaction,-44.08,Transportation,Family,Scotiabank,CAD
2025-02-01,Manulife Insurance,Manulife Insurance purchase,-131.23,Insurance,Family,Scotiabank,CAD
2025-02-01,Payroll Deposit,Direct deposit from Payroll Deposit,8528.08,Income,Family,Scotiabank,CAD
2025-02-01,Uber Eats,Scotiabank card transaction at Uber Eats,-196.89,Dining,Family,Scotiabank,CAD
2025-02-02,Property Tax,Property Tax purchase,-2399.85,Housing,Family,Scotiabank,CAD
2025-02-06,Farm Boy,Farm Boy debit transaction,-119.37,Groceries,Family,Scotiabank,CAD
2025-02-10,Enbridge Gas,Enbridge Gas debit transaction,-190.47,Utilities,Family,Scotiabank,CAD
2025-02-10,Walmart Grocery,Walmart Grocery purchase,-330.51,Groceries,Family,Scotiabank,CAD
2025-02-12,Starbucks,Coffee payment - Starbucks,-18.15,Coffee,Family,Scotiabank,CAD
2025-02-14,Uber Eats,Dining payment - Uber Eats,-35.89,Dining,Family,Scotiabank,CAD
2025-02-15,Netflix,Netflix debit transaction,-15.36,Subscriptions,Family,Scotiabank,CAD
2025-02-16,Disney+,Disney+ purchase,-23.41,Subscriptions,Family,Scotiabank,CAD
2025-02-18,Sun Life,Sun Life debit transaction,-154.91,Insurance,Family,Scotiabank,CAD
2025-02-19,Loblaws,Loblaws debit transaction,-419.55,Groceries,Family,Scotiabank,CAD
2025-02-19,Starbucks,Scotiabank card transaction at Starbucks,-7.08,Coffee,Family,Scotiabank,CAD
2025-02-20,Canadian Tire Gas,Canadian Tire Gas purchase,-249.83,Transportation,Family,Scotiabank,CAD
2025-02-27,Starbucks,Starbucks purchase,-13.32,Coffee,Family,Scotiabank,CAD
2025-03-01,Payroll Deposit,Payroll Deposit income deposit,7166.59,Income,Family,Scotiabank,CAD
2025-03-02,Mortgage Payment,Mortgage Payment purchase,-3372.47,Housing,Family,Scotiabank,CAD
2025-03-03,Uber Eats,Uber Eats debit transaction,-41.9,Dining,Family,Scotiabank,CAD
2025-03-04,Dental Clinic,Dental Clinic debit transaction,-348.1,Healthcare,Family,Scotiabank,CAD
2025-03-05,Kids & Company,Kids & Company debit transaction,-434.51,Childcare,Family,Scotiabank,CAD
2025-03-05,YMCA Childcare,YMCA Childcare purchase,-438.75,Childcare,Family,Scotiabank,CAD
2025-03-08,Farm Boy,Scotiabank card transaction at Farm Boy,-358.59,Groceries,Family,Scotiabank,CAD
2025-03-10,Bell Internet,Scotiabank card transaction at Bell Internet,-133.65,Utilities,Family,Scotiabank,CAD
2025-03-14,Uber Eats,Scotiabank card transaction at Uber Eats,-88.24,Dining,Family,Scotiabank,CAD
2025-03-15,Netflix,Subscriptions payment - Netflix,-33.98,Subscriptions,Family,Scotiabank,CAD
2025-03-17,TFSA Transfer,TFSA Transfer purchase,-1088.77,Savings/Investments,Family,Scotiabank,CAD
2025-03-19,Boston Pizza,Scotiabank card transaction at Boston Pizza,-133.08,Dining,Family,Scotiabank,CAD
2025-03-19,Canadian Tire Gas,Canadian Tire Gas purchase,-150.46,Transportation,Family,Scotiabank,CAD
2025-03-20,TFSA Transfer,Savings/Investments payment - TFSA Transfer,-833.58,Savings/Investments,Family,Scotiabank,CAD
2025-03-25,Costco,Costco purchase,-131.25,Groceries,Family,Scotiabank,CAD
2025-03-25,Uber Eats,Scotiabank card transaction at Uber Eats,-38.02,Dining,Family,Scotiabank,CAD
2025-04-01,Payroll Deposit,Payroll Deposit income deposit,5591.35,Income,Family,Scotiabank,CAD
2025-04-01,Swiss Chalet,Swiss Chalet debit transaction,-82.68,Dining,Family,Scotiabank,CAD
2025-04-02,Mortgage Payment,Scotiabank card transaction at Mortgage Payment,-4067.6,Housing,Family,Scotiabank,CAD
2025-04-03,Disney+,Subscriptions payment - Disney+,-11.46,Subscriptions,Family,Scotiabank,CAD
2025-04-07,Auto Insurance,Auto Insurance debit transaction,-188.71,Insurance,Family,Scotiabank,CAD
2025-04-10,Farm Boy,Farm Boy purchase,-189.16,Groceries,Family,Scotiabank,CAD
2025-04-10,Rogers Mobile,Scotiabank card transaction at Rogers Mobile,-99.73,Utilities,Family,Scotiabank,CAD
2025-04-12,Boston Pizza,Scotiabank card transaction at Boston Pizza,-127.47,Dining,Family,Scotiabank,CAD
2025-04-15,Canadian Tire Gas,Canadian Tire Gas debit transaction,-85.87,Transportation,Family,Scotiabank,CAD
2025-04-15,Netflix,Scotiabank card transaction at Netflix,-29.26,Subscriptions,Family,Scotiabank,CAD
2025-04-16,Mortgage Payment,Housing payment - Mortgage Payment,-2671.03,Housing,Family,Scotiabank,CAD
2025-04-18,Manulife Insurance,Manulife Insurance purchase,-273.96,Insurance,Family,Scotiabank,CAD
2025-04-19,Boston Pizza,Scotiabank card transaction at Boston Pizza,-110.23,Dining,Family,Scotiabank,CAD
2025-04-20,Costco,Costco purchase,-381.87,Groceries,Family,Scotiabank,CAD
2025-04-20,Shoppers Drug Mart,Healthcare payment - Shoppers Drug Mart,-265.44,Healthcare,Family,Scotiabank,CAD
2025-04-20,TFSA Transfer,TFSA Transfer purchase,-1531.16,Savings/Investments,Family,Scotiabank,CAD
2025-04-24,Hydro One,Utilities payment - Hydro One,-317.58,Utilities,Family,Scotiabank,CAD
2025-04-25,Petro Canada,Petro Canada debit transaction,-115.57,Transportation,Family,Scotiabank,CAD
2025-04-25,Petro Canada,Petro Canada debit transaction,-61.48,Transportation,Family,Scotiabank,CAD
2025-04-27,Shell,Shell debit transaction,-183.98,Transportation,Family,Scotiabank,CAD
2025-04-27,Shoppers Drug Mart,Shoppers Drug Mart debit transaction,-49.69,Healthcare,Family,Scotiabank,CAD
2025-04-30,Dental Clinic,Healthcare payment - Dental Clinic,-137.98,Healthcare,Family,Scotiabank,CAD
2025-05-01,Canada Child Benefit,Direct deposit from Canada Child Benefit,5477.96,Income,Family,Scotiabank,CAD
2025-05-01,Costco,Scotiabank card transaction at Costco,-281.89,Groceries,Family,Scotiabank,CAD
2025-05-02,Mortgage Payment,Mortgage Payment debit transaction,-2635.49,Housing,Family,Scotiabank,CAD
2025-05-07,Loblaws,Groceries payment - Loblaws,-100.15,Groceries,Family,Scotiabank,CAD
2025-05-08,Starbucks,Starbucks debit transaction,-9.97,Coffee,Family,Scotiabank,CAD
2025-05-09,Starbucks,Starbucks purchase,-17.87,Coffee,Family,Scotiabank,CAD
2025-05-10,Hydro One,Utilities payment - Hydro One,-143.41,Utilities,Family,Scotiabank,CAD
2025-05-11,Boston Pizza,Dining payment - Boston Pizza,-86.3,Dining,Family,Scotiabank,CAD
2025-05-11,Petro Canada,Petro Canada purchase,-82.6,Transportation,Family,Scotiabank,CAD
2025-05-12,Mortgage Payment,Mortgage Payment purchase,-3433.71,Housing,Family,Scotiabank,CAD
2025-05-13,Canada Child Benefit,Direct deposit from Canada Child Benefit,6420.0,Income,Family,Scotiabank,CAD
2025-05-13,Walmart Grocery,Groceries payment - Walmart Grocery,-215.05,Groceries,Family,Scotiabank,CAD
2025-05-14,Uber Eats,Dining payment - Uber Eats,-203.24,Dining,Family,Scotiabank,CAD
2025-05-15,Netflix,Netflix debit transaction,-20.71,Subscriptions,Family,Scotiabank,CAD
2025-05-18,Sun Life,Sun Life purchase,-368.98,Insurance,Family,Scotiabank,CAD
2025-05-20,RESP Transfer,Savings/Investments payment - RESP Transfer,-393.18,Savings/Investments,Family,Scotiabank,CAD
2025-05-24,School Lunch Program,Childcare payment - School Lunch Program,-553.69,Childcare,Family,Scotiabank,CAD
2025-05-26,Starbucks,Starbucks purchase,-18.34,Coffee,Family,Scotiabank,CAD
2025-05-27,Canadian Tire Gas,Canadian Tire Gas debit transaction,-189.33,Transportation,Family,Scotiabank,CAD
2025-05-28,Loblaws,Loblaws debit transaction,-415.52,Groceries,Family,Scotiabank,CAD
2025-05-30,RESP Transfer,Savings/Investments payment - RESP Transfer,-501.85,Savings/Investments,Family,Scotiabank,CAD
2025-05-31,Canadian Tire Gas,Scotiabank card transaction at Canadian Tire Gas,-202.11,Transportation,Family,Scotiabank,CAD
2025-06-01,Payroll Deposit,Direct deposit from Payroll Deposit,9583.1,Income,Family,Scotiabank,CAD
2025-06-02,Property Tax,Housing payment - Property Tax,-2182.1,Housing,Family,Scotiabank,CAD
2025-06-02,Spotify Family,Scotiabank card transaction at Spotify Family,-18.4,Subscriptions,Family,Scotiabank,CAD
2025-06-05,School Lunch Program,Childcare payment - School Lunch Program,-235.9,Childcare,Family,Scotiabank,CAD
2025-06-07,Canadian Tire Gas,Transportation payment - Canadian Tire Gas,-235.62,Transportation,Family,Scotiabank,CAD
2025-06-10,Bell Internet,Bell Internet purchase,-254.38,Utilities,Family,Scotiabank,CAD
2025-06-11,Boston Pizza,Scotiabank card transaction at Boston Pizza,-190.8,Dining,Family,Scotiabank,CAD
2025-06-11,Dental Clinic,Scotiabank card transaction at Dental Clinic,-171.63,Healthcare,Family,Scotiabank,CAD
2025-06-11,Uber Eats,Uber Eats purchase,-169.12,Dining,Family,Scotiabank,CAD
2025-06-14,Tim Hortons,Scotiabank card transaction at Tim Hortons,-16.9,Coffee,Family,Scotiabank,CAD
2025-06-15,Disney+,Disney+ debit transaction,-28.54,Subscriptions,Family,Scotiabank,CAD
2025-06-16,Starbucks,Starbucks purchase,-8.0,Coffee,Family,Scotiabank,CAD
2025-06-18,Manulife Insurance,Manulife Insurance debit transaction,-342.62,Insurance,Family,Scotiabank,CAD
2025-06-18,Shell,Shell purchase,-194.02,Transportation,Family,Scotiabank,CAD
2025-06-20,Canadian Tire Gas,Canadian Tire Gas debit transaction,-148.26,Transportation,Family,Scotiabank,CAD
2025-06-20,RESP Transfer,Savings/Investments payment - RESP Transfer,-859.84,Savings/Investments,Family,Scotiabank,CAD
2025-06-23,Tim Hortons,Scotiabank card transaction at Tim Hortons,-7.26,Coffee,Family,Scotiabank,CAD
2025-06-23,Walmart Grocery,Walmart Grocery debit transaction,-219.81,Groceries,Family,Scotiabank,CAD
2025-06-24,Dental Clinic,Dental Clinic purchase,-333.08,Healthcare,Family,Scotiabank,CAD
2025-06-26,Petro Canada,Petro Canada purchase,-118.22,Transportation,Family,Scotiabank,CAD
2025-06-30,Petro Canada,Petro Canada purchase,-159.45,Transportation,Family,Scotiabank,CAD
2025-07-01,Payroll Deposit,Payroll Deposit income deposit,7279.55,Income,Family,Scotiabank,CAD
2025-07-01,Starbucks,Starbucks debit transaction,-27.83,Coffee,Family,Scotiabank,CAD
2025-07-02,Disney+,Disney+ debit transaction,-22.61,Subscriptions,Family,Scotiabank,CAD
2025-07-02,Property Tax,Property Tax debit transaction,-3277.17,Housing,Family,Scotiabank,CAD
2025-07-03,Starbucks,Coffee payment - Starbucks,-19.8,Coffee,Family,Scotiabank,CAD
2025-07-05,School Lunch Program,School Lunch Program purchase,-518.26,Childcare,Family,Scotiabank,CAD
2025-07-05,Uber Eats,Uber Eats purchase,-149.04,Dining,Family,Scotiabank,CAD
2025-07-07,Canadian Tire Gas,Scotiabank card transaction at Canadian Tire Gas,-41.61,Transportation,Family,Scotiabank,CAD
2025-07-08,Canadian Tire Gas,Canadian Tire Gas debit transaction,-113.96,Transportation,Family,Scotiabank,CAD
2025-07-08,LifeLabs,Scotiabank card transaction at LifeLabs,-266.03,Healthcare,Family,Scotiabank,CAD
2025-07-08,Shoppers Drug Mart,Scotiabank card transaction at Shoppers Drug Mart,-346.5,Healthcare,Family,Scotiabank,CAD
2025-07-09,LifeLabs,Scotiabank card transaction at LifeLabs,-95.53,Healthcare,Family,Scotiabank,CAD
2025-07-10,Hydro One,Scotiabank card transaction at Hydro One,-364.83,Utilities,Family,Scotiabank,CAD
2025-07-10,Kids & Company,Scotiabank card transaction at Kids & Company,-745.73,Childcare,Family,Scotiabank,CAD
2025-07-10,Loblaws,Scotiabank card transaction at Loblaws,-294.84,Groceries,Family,Scotiabank,CAD
2025-07-12,TFSA Transfer,Savings/Investments payment - TFSA Transfer,-1268.04,Savings/Investments,Family,Scotiabank,CAD
2025-07-14,Canada Child Benefit,Canada Child Benefit income deposit,8134.32,Income,Family,Scotiabank,CAD
2025-07-15,Spotify Family,Subscriptions payment - Spotify Family,-14.32,Subscriptions,Family,Scotiabank,CAD
2025-07-18,Sun Life,Sun Life purchase,-240.8,Insurance,Family,Scotiabank,CAD
2025-07-20,Wealthsimple,Scotiabank card transaction at Wealthsimple,-1168.79,Savings/Investments,Family,Scotiabank,CAD
2025-07-22,Tim Hortons,Coffee payment - Tim Hortons,-23.12,Coffee,Family,Scotiabank,CAD
2025-07-24,Manulife Insurance,Manulife Insurance purchase,-257.31,Insurance,Family,Scotiabank,CAD
2025-07-24,Property Tax,Property Tax purchase,-3545.56,Housing,Family,Scotiabank,CAD
2025-07-24,Sun Life,Sun Life purchase,-303.08,Insurance,Family,Scotiabank,CAD
2025-07-26,Boston Pizza,Dining payment - Boston Pizza,-193.74,Dining,Family,Scotiabank,CAD
2025-07-26,LifeLabs,Scotiabank card transaction at LifeLabs,-362.45,Healthcare,Family,Scotiabank,CAD
2025-07-31,LifeLabs,Healthcare payment - LifeLabs,-345.18,Healthcare,Family,Scotiabank,CAD
2025-07-31,Swiss Chalet,Swiss Chalet debit transaction,-204.52,Dining,Family,Scotiabank,CAD
2025-07-31,Uber Eats,Dining payment - Uber Eats,-165.16,Dining,Family,Scotiabank,CAD
2025-08-01,Payroll Deposit,Payroll Deposit income deposit,8931.98,Income,Family,Scotiabank,CAD
2025-08-02,Property Tax,Property Tax purchase,-3611.07,Housing,Family,Scotiabank,CAD
2025-08-03,YMCA Childcare,Scotiabank card transaction at YMCA Childcare,-932.26,Childcare,Family,Scotiabank,CAD
2025-08-04,Property Tax,Property Tax purchase,-4104.69,Housing,Family,Scotiabank,CAD
2025-08-05,YMCA Childcare,YMCA Childcare purchase,-842.91,Childcare,Family,Scotiabank,CAD
2025-08-07,Canadian Tire Gas,Canadian Tire Gas debit transaction,-73.25,Transportation,Family,Scotiabank,CAD
2025-08-07,LifeLabs,LifeLabs debit transaction,-213.36,Healthcare,Family,Scotiabank,CAD
2025-08-07,Tim Hortons,Scotiabank card transaction at Tim Hortons,-12.04,Coffee,Family,Scotiabank,CAD
2025-08-07,Uber Eats,Uber Eats debit transaction,-179.08,Dining,Family,Scotiabank,CAD
2025-08-10,Hydro One,Hydro One purchase,-110.77,Utilities,Family,Scotiabank,CAD
2025-08-10,Walmart Grocery,Groceries payment - Walmart Grocery,-225.43,Groceries,Family,Scotiabank,CAD
2025-08-10,Walmart Grocery,Walmart Grocery debit transaction,-364.0,Groceries,Family,Scotiabank,CAD
2025-08-11,Swiss Chalet,Swiss Chalet purchase,-177.82,Dining,Family,Scotiabank,CAD
2025-08-14,Starbucks,Starbucks purchase,-19.91,Coffee,Family,Scotiabank,CAD
2025-08-15,Disney+,Scotiabank card transaction at Disney+,-31.49,Subscriptions,Family,Scotiabank,CAD
2025-08-17,Starbucks,Starbucks purchase,-27.25,Coffee,Family,Scotiabank,CAD
2025-08-18,Sun Life,Scotiabank card transaction at Sun Life,-245.63,Insurance,Family,Scotiabank,CAD
2025-08-20,Wealthsimple,Wealthsimple purchase,-1089.32,Savings/Investments,Family,Scotiabank,CAD
2025-08-21,Shoppers Drug Mart,Shoppers Drug Mart debit transaction,-145.35,Healthcare,Family,Scotiabank,CAD
2025-08-22,Shell,Scotiabank card transaction at Shell,-178.16,Transportation,Family,Scotiabank,CAD
2025-08-25,Dental Clinic,Dental Clinic debit transaction,-334.87,Healthcare,Family,Scotiabank,CAD
2025-08-25,Uber Eats,Scotiabank card transaction at Uber Eats,-137.39,Dining,Family,Scotiabank,CAD
2025-08-25,Uber Eats,Uber Eats purchase,-165.24,Dining,Family,Scotiabank,CAD
2025-08-26,Property Tax,Property Tax debit transaction,-3615.07,Housing,Family,Scotiabank,CAD
2025-08-27,Farm Boy,Scotiabank card transaction at Farm Boy,-367.21,Groceries,Family,Scotiabank,CAD
2025-09-01,Payroll Deposit,Payroll Deposit income deposit,9272.2,Income,Family,Scotiabank,CAD
2025-09-02,Farm Boy,Scotiabank card transaction at Farm Boy,-104.81,Groceries,Family,Scotiabank,CAD
2025-09-02,Property Tax,Scotiabank card transaction at Property Tax,-2479.42,Housing,Family,Scotiabank,CAD
2025-09-04,Farm Boy,Farm Boy purchase,-196.16,Groceries,Family,Scotiabank,CAD
2025-09-05,School Lunch Program,School Lunch Program purchase,-739.87,Childcare,Family,Scotiabank,CAD
2025-09-06,Canadian Tire Gas,Canadian Tire Gas debit transaction,-146.83,Transportation,Family,Scotiabank,CAD
2025-09-06,LifeLabs,LifeLabs debit transaction,-182.47,Healthcare,Family,Scotiabank,CAD
2025-09-10,Rogers Mobile,Rogers Mobile debit transaction,-406.27,Utilities,Family,Scotiabank,CAD
2025-09-11,Payroll Deposit,Direct deposit from Payroll Deposit,6627.93,Income,Family,Scotiabank,CAD
2025-09-14,LifeLabs,LifeLabs debit transaction,-76.93,Healthcare,Family,Scotiabank,CAD
2025-09-15,Dental Clinic,Dental Clinic purchase,-220.67,Healthcare,Family,Scotiabank,CAD
2025-09-15,Spotify Family,Spotify Family purchase,-25.36,Subscriptions,Family,Scotiabank,CAD
2025-09-16,Costco,Costco purchase,-119.44,Groceries,Family,Scotiabank,CAD
2025-09-17,Dental Clinic,Scotiabank card transaction at Dental Clinic,-266.7,Healthcare,Family,Scotiabank,CAD
2025-09-17,LifeLabs,LifeLabs debit transaction,-410.67,Healthcare,Family,Scotiabank,CAD
2025-09-18,Costco,Costco purchase,-151.26,Groceries,Family,Scotiabank,CAD
2025-09-18,Manulife Insurance,Scotiabank card transaction at Manulife Insurance,-359.08,Insurance,Family,Scotiabank,CAD
2025-09-18,Mortgage Payment,Mortgage Payment debit transaction,-3498.45,Housing,Family,Scotiabank,CAD
2025-09-19,Swiss Chalet,Swiss Chalet debit transaction,-45.56,Dining,Family,Scotiabank,CAD
2025-09-20,TFSA Transfer,TFSA Transfer purchase,-322.6,Savings/Investments,Family,Scotiabank,CAD
2025-09-22,Canadian Tire Gas,Transportation payment - Canadian Tire Gas,-253.36,Transportation,Family,Scotiabank,CAD
2025-09-22,Canadian Tire Gas,Transportation payment - Canadian Tire Gas,-138.16,Transportation,Family,Scotiabank,CAD
2025-09-29,Loblaws,Loblaws purchase,-364.17,Groceries,Family,Scotiabank,CAD
2025-09-30,Tim Hortons,Coffee payment - Tim Hortons,-10.93,Coffee,Family,Scotiabank,CAD
2025-10-01,Payroll Deposit,Direct deposit from Payroll Deposit,9013.15,Income,Family,Scotiabank,CAD
2025-10-02,Boston Pizza,Boston Pizza debit transaction,-120.3,Dining,Family,Scotiabank,CAD
2025-10-02,Dental Clinic,Healthcare payment - Dental Clinic,-339.38,Healthcare,Family,Scotiabank,CAD
2025-10-02,Property Tax,Housing payment - Property Tax,-3753.21,Housing,Family,Scotiabank,CAD
2025-10-03,Farm Boy,Groceries payment - Farm Boy,-184.53,Groceries,Family,Scotiabank,CAD
2025-10-04,LifeLabs,LifeLabs debit transaction,-385.34,Healthcare,Family,Scotiabank,CAD
2025-10-04,Loblaws,Loblaws purchase,-361.9,Groceries,Family,Scotiabank,CAD
2025-10-05,Kids & Company,Childcare payment - Kids & Company,-601.87,Childcare,Family,Scotiabank,CAD
2025-10-10,Enbridge Gas,Enbridge Gas debit transaction,-92.44,Utilities,Family,Scotiabank,CAD
2025-10-10,Property Tax,Housing payment - Property Tax,-3039.77,Housing,Family,Scotiabank,CAD
2025-10-11,Dental Clinic,Healthcare payment - Dental Clinic,-73.29,Healthcare,Family,Scotiabank,CAD
2025-10-11,Payroll Deposit,Payroll Deposit income deposit,6087.91,Income,Family,Scotiabank,CAD
2025-10-12,Boston Pizza,Boston Pizza debit transaction,-203.3,Dining,Family,Scotiabank,CAD
2025-10-12,Sun Life,Scotiabank card transaction at Sun Life,-102.87,Insurance,Family,Scotiabank,CAD
2025-10-13,Dental Clinic,Scotiabank card transaction at Dental Clinic,-290.79,Healthcare,Family,Scotiabank,CAD
2025-10-14,RESP Transfer,RESP Transfer purchase,-330.55,Savings/Investments,Family,Scotiabank,CAD
2025-10-15,Spotify Family,Spotify Family debit transaction,-22.55,Subscriptions,Family,Scotiabank,CAD
2025-10-18,Sun Life,Insurance payment - Sun Life,-359.83,Insurance,Family,Scotiabank,CAD
2025-10-20,Wealthsimple,Scotiabank card transaction at Wealthsimple,-847.62,Savings/Investments,Family,Scotiabank,CAD
2025-10-21,School Lunch Program,School Lunch Program debit transaction,-771.18,Childcare,Family,Scotiabank,CAD
2025-10-22,Loblaws,Groceries payment - Loblaws,-83.27,Groceries,Family,Scotiabank,CAD
2025-10-22,Shell,Shell purchase,-169.88,Transportation,Family,Scotiabank,CAD
2025-10-27,Sun Life,Insurance payment - Sun Life,-369.01,Insurance,Family,Scotiabank,CAD
2025-10-28,LifeLabs,Scotiabank card transaction at LifeLabs,-344.83,Healthcare,Family,Scotiabank,CAD
